City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
423,Galle,LK,79.23,broken clouds,6.0367,80.217,Amangalla
424,Alyangula,AU,75.07,scattered clouds,-13.8483,136.4192,Groote Eylandt Lodge
426,Forestville,US,73.22,broken clouds,38.8451,-76.875,Quality Inn Near Joint Base Andrews-Washington Area
434,Srandakan,ID,77.05,overcast clouds,-7.9386,110.2506,Puri Brata
436,Ndele,CF,77.76,overcast clouds,8.4109,20.6473,
437,Zimapan,MX,80.44,few clouds,20.75,-99.35,Hotel Royal Spa
441,Honiara,SB,80.8,few clouds,-9.4333,159.95,Heritage Park Hotel
446,Manono,CD,70.29,overcast clouds,-7.3,27.4167,Hotel hewa bora
451,Cayenne,GF,80.1,clear sky,4.9333,-52.3333,Hôtel Le Dronmi
454,Hatta,IN,87.84,clear sky,24.1167,79.6,Agrawal Marriage Garden Bharat Tent House
455,Impfondo,CG,75.2,broken clouds,1.6381,18.0667,Auberge La Place de Jules
461,Meulaboh,ID,75.83,light rain,4.1363,96.1285,Kost Pria
462,Jeremie,HT,78.31,broken clouds,18.65,-74.1167,Auberge’Inn
467,Dwarka,IN,80.96,clear sky,22.2394,68.9678,Hotel Narayan Avezika Comfort
469,Mareeba,AU,71.44,overcast clouds,-17.0,145.4333,Trinity Plains Tourist Park
470,Oistins,BB,75.29,broken clouds,13.0667,-59.5333,Butterfly Beach Hotel
472,Kavieng,PG,81.41,moderate rain,-2.5744,150.7967,Nusa Island Retreat
473,San Patricio,US,86.09,overcast clouds,28.017,-97.5169,"Motel 6 Sinton, TX"
477,Camopi,GF,76.57,heavy intensity rain,3.1655,-52.3158,La pousada
478,Banda Aceh,ID,78.48,heavy intensity rain,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
479,Baghdad,IQ,73.31,light rain,33.3406,44.4009,Baghdad Hotel
480,Tomatlan,MX,88.18,clear sky,19.9333,-105.25,El Salvial
481,Porterville,US,86.52,clear sky,36.0652,-119.0168,"Holiday Inn Express & Suites Porterville, an IHG Hotel"
482,Ranong,TH,79.32,broken clouds,9.9658,98.6348,Tinidee Hotel@Ranong
486,Guerrero Negro,MX,82.62,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
487,Denpasar,ID,78.46,few clouds,-8.65,115.2167,OYO 3156 Hotel Warta 2
488,Palkonda,IN,80.92,few clouds,18.6,83.75,Ayyappa Shankar Residency
493,Polur,IN,80.55,clear sky,12.5,79.1333,SKR ROOMS
494,Mabaruma,GY,78.87,overcast clouds,8.2,-59.7833,Monty Brooms Guest House
495,Cuautepec,MX,88.05,few clouds,16.7,-99.0,
496,Khorramshahr,IR,73.36,scattered clouds,30.4397,48.1664,دفتر نمایندگی شرکت بازاریابان ایرانیان زمینBIZ
498,San Vicente,AR,75.94,clear sky,-26.6167,-54.1333,Complejo Turístico Farelluk
500,Baracoa,CU,78.66,overcast clouds,20.3467,-74.4958,Hostal Rio Miel
501,Kandrian,PG,78.33,light rain,-6.2167,149.55,Kandrian Station
503,Marzuq,YE,75.6,overcast clouds,14.4,46.4667,
506,Ugoofaaru,MV,84.04,scattered clouds,5.6667,73.0,Ungoofaaru Inn
507,Saint George,US,78.44,clear sky,37.1041,-113.5841,Best Western Plus Abbey Inn
508,Sisophon,KH,78.57,few clouds,13.5859,102.9737,Pyramid Hotel
509,Inirida,CO,82.26,overcast clouds,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
510,Birjand,IR,70.27,clear sky,32.8663,59.2211,Birjand Tourist Hotel
512,Bull Savanna,JM,79.81,scattered clouds,17.8868,-77.5902,Big Red's
514,Nishihara,JP,76.68,overcast clouds,26.1842,127.7558,Minshuku Agaihama
516,Januaria,BR,83.37,scattered clouds,-15.4833,-44.3667,Hotel Paraguassu
517,Mumford,GH,80.62,light rain,5.2618,-0.759,Spanish Villa
519,Ensenada,MX,73.94,few clouds,31.8667,-116.6167,Best Western El Cid
522,Aketi,CD,70.86,moderate rain,2.7388,23.7833,
523,Labuhan,ID,78.67,light rain,-6.8844,112.2051,DoubleFAG
524,Porbandar,IN,80.83,clear sky,21.6422,69.6093,Lords Inn Porbandar
528,Talagang,PK,75.81,clear sky,32.9297,72.4158,Sajid Iqbal Manzil
532,Taoudenni,ML,81.41,clear sky,22.6783,-3.9836,
533,Pahrump,US,80.26,scattered clouds,36.2083,-115.9839,Best Western Pahrump Oasis
540,Bahia Honda,CU,81.37,few clouds,22.9036,-83.1592,Casa Gualberto - Deysi
544,Portmore,JM,82.36,broken clouds,17.9702,-76.8672,Grand Hotel Excelsior Port Royal
548,Guna,IN,84.74,clear sky,24.65,77.3167,Hotel G K Jain
549,Filingue,NE,89.11,overcast clouds,14.3521,3.3168,
550,Corpus Christi,US,86.23,broken clouds,27.8006,-97.3964,"Holiday Inn Corpus Christi Downtown Marina, an IHG Hotel"
553,Marsh Harbour,BS,74.75,clear sky,26.5412,-77.0636,Abaco Beach Resort
555,Namibe,AO,71.2,clear sky,-15.1961,12.1522,Hotel Chik Chik Namibe
562,Barra Patuca,HN,81.93,few clouds,15.8,-84.2833,
565,Pecos,US,77.09,broken clouds,31.4229,-103.4932,Knights Inn & Suites Pecos
568,Port Blair,IN,80.64,mist,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
569,San Andres,CO,86.02,few clouds,12.5847,-81.7006,Hotel Arena Blanca
575,Mae Sai,TH,75.69,few clouds,20.4335,99.8762,Piyaporn Hill Paradise Hotel
576,Guiglo,CI,76.59,overcast clouds,6.5456,-7.4966,Hotel GBAOLY 2
577,Mecca,SA,81.28,clear sky,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
581,Katherine,AU,75.52,overcast clouds,-14.4667,132.2667,Pine Tree Motel
583,Porto Belo,BR,75.15,scattered clouds,-27.1578,-48.5531,Costa Verde Beach Hotel
584,Lodwar,KE,77.07,light rain,3.1191,35.5973,Solmar Gracious Hotel
586,Tucuma,BR,76.95,light rain,-0.1833,-50.05,
591,Macau,MO,80.4,scattered clouds,22.2006,113.5461,Grand Emperor Hotel
592,Domoni,KM,79.2,overcast clouds,-12.2569,44.5319,Al Djadid
593,Cristobal Obregon,MX,88.7,broken clouds,16.35,-93.5333,
594,Bell Ville,AR,73.67,scattered clouds,-32.6259,-62.6887,Hotel Central
595,Porto Seguro,BR,81.12,few clouds,-16.4497,-39.0647,Porto Cálem Praia Hotel
601,Ati,TD,88.54,overcast clouds,13.2154,18.3353,
602,Nanfeng,CN,72.79,few clouds,23.7434,111.7959,Nanfeng Hotel
603,Tres Lagoas,BR,83.61,overcast clouds,-20.7511,-51.6783,Druds Express Hotel
605,Morant Bay,JM,82.02,scattered clouds,17.8815,-76.4093,Whispering Bamboo Cove Resort
607,Peruibe,BR,71.71,broken clouds,-24.32,-46.9983,Hotel Pousada Xapuri
608,Gerash,IR,73.54,overcast clouds,27.6652,54.1371,Sa'adat House Gerash
609,Gat,IL,78.4,clear sky,31.61,34.7642,OlusHome
610,Dong Xoai,VN,76.14,broken clouds,11.5333,106.9167,Khách Sạn Bình Phước - Khách Sạn Ngọc Lan
611,Vallenar,CL,76.73,clear sky,-28.5708,-70.7581,Humacao Bed & Breakfast
613,Itacare,BR,76.1,broken clouds,-14.2775,-38.9967,Ecoporan Hotel Charme Spa & Eventos
614,Manaus,BR,88.3,scattered clouds,-3.1019,-60.025,Manaus Hotéis Millennium
617,Gigmoto,PH,80.83,overcast clouds,13.7796,124.39,Cj's Travellers Inn
623,Laguna,US,83.14,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
625,Muttupet,IN,82.53,broken clouds,10.4,79.4833,Hotel Star Residency
627,Malpe,IN,81.7,overcast clouds,13.35,74.7167,Hotel Sri Krishna Residency
628,Santo Tomas,PH,80.85,scattered clouds,14.1079,121.1414,Microtel by Wyndham Batangas
633,Isla Vista,US,89.01,clear sky,34.4133,-119.861,Best Western Plus South Coast Inn
634,Waingapu,ID,75.58,overcast clouds,-9.6567,120.2641,Pondok Wisata Elim
636,Olinda,BR,80.33,broken clouds,-8.0089,-34.8553,Flat Quatro Rodas Olinda
638,Kirakira,SB,82.29,overcast clouds,-10.4544,161.9205,SanBiz Lodge
640,Benguela,AO,74.44,few clouds,-12.5763,13.4055,Hotel Praia Morena
648,Barra Do Garcas,BR,81.73,scattered clouds,-15.89,-52.2567,Pousada Tropical
650,La Orilla,MX,83.1,broken clouds,17.9833,-102.2333,Baymont by Wyndham Lazaro Cardenas
653,Betioky,MG,72.95,overcast clouds,-23.7167,44.3833,Bungalows Acacias Hotel
654,Santa Barbara,US,82.0,clear sky,34.7333,-120.0343,Upper Ballard Campground
655,Orocue,CO,86.04,broken clouds,4.7912,-71.3354,Hotel Brisas de San Miguel
